ticker,time,tradeDirection,-4,-3,-2,-1,0,1,2,3,Return
300174.SZ,93400,1.0,0.01007591442374051,1.0072463768115942,1.0072463768115942,1.0072463768115942,1.0,1.0,1.005175983436853,1.005175983436853,-0.005149330587023604
300558.SZ,93400,1.0,0.9890607907485545,0.9924988279418658,0.995468041881544,0.9970307860603218,1.0,1.0032817627754336,1.0034380371933114,1.003750586029067,-0.003426257592275217
600203.SH,93400,1.0,0.9779735682819384,0.9801762114537446,0.9801762114537446,0.9900881057268722,1.0,0.9944933920704845,1.0,1.002202643171806,0.005537098560354448
600815.SH,93400,1.0,0.9755555555555555,0.9844444444444443,0.9822222222222222,0.991111111111111,1.0,0.9933333333333333,0.991111111111111,0.9888888888888889,0.006711409395973256
603329.SH,93400,1.0,0.9089820359281438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
603838.SH,93400,1.0,0.9849683544303797,0.990506329113924,0.9873417721518988,0.992879746835443,1.0,0.9984177215189872,0.9897151898734177,0.9944620253164557,0.0015847860538829028
002275.SZ,93500,1.0,0.9890176937156803,0.9902379499694935,0.9914582062233068,0.9945088468578401,1.0,1.00183038438072,1.0024405125076266,1.0024405125076266,-0.0018270401948843329
002691.SZ,93500,1.0,0.009913615795968738,0.009913615795968738,0.9934183463595229,0.9934183463595229,1.0,0.9921842863019334,0.997943233237351,0.9930069930069931,0.007877280265339959
300445.SZ,93700,1.0,0.010076530612244899,0.010076530612244899,0.010076530612244899,0.9993622448979592,1.0,1.0,0.9910714285714285,0.9923469387755103,0.0
600608.SH,95700,1.0,0.9779141104294478,0.9840490797546011,0.9901840490797545,0.9938650306748466,1.0,1.0,1.0012269938650307,1.003680981595092,0.0
300365.SZ,95900,1.0,0.9971500949968335,0.9968334388853706,0.9962001266624446,0.9962001266624446,1.0,0.9981000633312224,0.9981000633312224,1.0,0.0019035532994924331
300365.SZ,100300,1.0,1.0,0.9981000633312224,0.9981000633312224,1.0,1.0,1.0,0.9990500316656112,1.0,-0.00031655587211143477
600071.SH,100300,1.0,0.9364902506963788,0.9442896935933147,0.9637883008356547,0.9793871866295264,1.0,0.9972144846796657,0.9877437325905293,0.9871866295264624,0.0027932960893854997
300448.SZ,100400,1.0,0.9954358740301231,0.9954358740301231,0.9949794614331355,0.9954358740301231,1.0,1.0,1.0,1.0,0.0
000801.SZ,100800,1.0,0.9664429530201342,0.9664429530201342,0.9781879194630873,0.9882550335570469,1.0,0.9916107382550335,1.0151006711409396,1.0033557046979866,0.008460236886632888
300423.SZ,100900,1.0,0.9988376598217746,0.999612553273925,0.999612553273925,0.999612553273925,1.0,1.0,1.0,1.0,0.0
300448.SZ,101400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.004585052728106387
600986.SH,101500,1.0,0.9936479128856625,0.9936479128856625,0.9945553539019965,0.9981851179673321,1.0,0.9972776769509982,0.9990925589836661,1.0,0.0027297543221109777
300682.SZ,101600,1.0,0.9813730707823312,0.9845662586482172,0.9888238424693986,0.9952102182011708,1.0,1.008515167642363,1.0047897817988292,1.0005321979776478,-0.004766949152542388
002686.SZ,101900,1.0,0.9929356357927787,0.9929356357927787,0.9937205651491365,0.9968602825745683,1.0,1.0078492935635792,1.0070643642072212,1.012558869701727,-0.007788161993769416
603069.SH,102000,1.0,0.9937402190923318,0.9945226917057904,0.9945226917057904,0.9945226917057904,1.0,1.0,1.0007824726134584,1.0007824726134584,0.0
000524.SZ,102300,1.0,0.9965217391304348,0.9973913043478262,0.9982608695652174,0.9991304347826088,1.0,1.0,0.9991304347826088,0.9982608695652174,0.0
300423.SZ,102400,1.0,0.995756172839506,0.995756172839506,0.9972993827160493,1.0,1.0,1.0,1.0,1.0,0.0
603456.SH,102400,1.0,0.9974059662775616,0.9987029831387808,0.9993514915693904,0.9993514915693904,1.0,1.0,1.0,1.0,0.0
300283.SZ,102500,1.0,0.9947275922671353,0.9947275922671353,0.9947275922671353,0.9982425307557117,1.0,1.001757469244288,1.001757469244288,1.0,-0.0017543859649122862
600678.SH,102500,1.0,0.9991015274034141,0.9982030548068282,0.9991015274034141,1.0,1.0,1.0,1.0008984725965857,1.0008984725965857,0.0
600279.SH,102600,1.0,0.9932432432432432,0.9915540540540541,0.9932432432432432,0.9966216216216217,1.0,1.0,0.9983108108108109,0.9966216216216217,0.0
000622.SZ,102800,1.0,0.9957627118644069,0.9978813559322034,1.0,1.0,1.0,1.0,0.9936440677966103,0.9978813559322034,0.006396588486140553
002316.SZ,103000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982683982683982,0.0
000803.SZ,103300,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9995652173913043,0.0
002058.SZ,103300,1.0,0.9985941893158388,0.9985941893158388,1.0004686035613872,1.0,1.0,0.9985941893158388,0.9981255857544518,0.9981255857544518,0.001407789770061063
603037.SH,103300,1.0,1.0,1.0,1.0,1.0,1.0,0.999623352165725,0.9988700564971751,0.9981167608286252,0.00037678975131871795
600860.SH,103400,1.0,1.0,1.0,1.0,1.0,1.0,0.997080291970803,0.997080291970803,0.997080291970803,0.002928257686676261
300382.SZ,103600,1.0,1.0,0.999348109517601,0.999348109517601,0.999348109517601,1.0,1.0006518904823989,1.0,1.0,0.0
603309.SH,103600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0016411378555798,1.0016411378555798,-0.0016384489350080855
000663.SZ,103700,1.0,0.9940054495912805,0.994550408719346,0.994550408719346,0.997275204359673,1.0,1.001634877384196,1.001634877384196,1.0038147138964577,-0.0016322089227419623
300363.SZ,103800,1.0,0.9992424242424243,0.9984848484848485,0.9984848484848485,0.9984848484848485,1.0,1.000757575757576,1.0,1.000757575757576,-0.0007570022710069457
300387.SZ,104000,1.0,0.9987767584097857,0.9987767584097857,0.9987767584097857,1.0,1.0,0.9987767584097857,0.9987767584097857,0.9987767584097857,0.0012247397428049034
002183.SZ,104500,1.0,0.9750692520775623,0.9750692520775623,0.9750692520775623,0.9764542936288089,1.0,1.0110803324099724,1.018005540166205,1.0110803324099724,-0.010958904109588996
600896.SH,104500,1.0,0.9971751412429378,0.9971751412429378,0.9971751412429378,0.998587570621469,1.0,0.998587570621469,0.998587570621469,0.998587570621469,0.0014144271570013522
600403.SH,104600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
300515.SZ,104700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9982653946227233,0.0017376194613378804
600830.SH,104700,1.0,0.9989561586638831,0.9989561586638831,0.9989561586638831,0.9979123173277662,1.0,1.0020876826722338,1.0020876826722338,1.001043841336117,-0.0010427528675703845
